Period,Failures,Pressure,Speed,Temperature,Sound,Vibration
8995,0,100.39,97.44,81.19,62.47,120.41
8996,0,100.56,96.4,81.37,62.71,120.42
8997,0,100.6,95.93,81.42,65.94,121.72
8998,0,101.1,94.93,81.44,67.05,123.08
8999,0,101.59,94.91,81.71,68.73,123.61
9000,0,101.61,94.81,81.9,71.23,124.76
9001,0,101.87,94.65,83.24,72.95,125.88
9002,0,102.65,93.18,83.38,73.42,126.39
9003,0,102.65,92.83,83.71,73.95,126.71
9004,0,102.86,91.56,83.71,74.49,126.97
9005,1,102.9,89.89,83.86,76.98,127.05
9006,0,100,100,80,60,120
9007,0,100.02,99.24,80.12,60.46,120.24
9008,0,100.26,98.4,80.17,60.96,120.29
9009,0,100.71,98.16,80.64,62.18,122.99
9010,0,100.8,98.12,80.92,63.57,127.13
9011,0,101.25,97.84,81.06,64.44,128.58
9012,0,101.59,97.08,81.18,64.81,129.04
9013,0,101.71,96.72,81.56,65.83,129.38
9014,0,101.73,95.88,81.87,67.34,130.84
9015,0,101.77,94.99,82.02,67.84,133.95
9016,0,102.12,94.17,82.22,69.44,134.97
9017,0,102.58,94.11,82.23,70.24,135.05
9018,0,102.73,93.86,82.69,70.49,138.6
9019,0,103.14,92.81,83.5,72.23,140.31
9020,0,104.21,92.79,83.99,73.48,140.86
9021,0,104.41,92.7,84.11,73.49,143.86
9022,0,104.55,91.53,84.9,74.01,145.45
9023,1,104.69,89.12,85.25,74.05,147.92
9024,0,100,100,80,60,120
9025,0,100.32,99.67,80.03,60.72,121.34
9026,0,100.64,98.87,80.62,61.56,121.97
9027,0,100.64,97,80.83,61.7,122.1
9028,0,100.74,96.89,80.88,62.33,122.54
9029,0,101.24,96.88,80.95,62.48,123.78
9030,0,102.51,95.8,81.19,63.07,124.18
9031,0,102.98,95.65,81.23,65.05,124.4
9032,0,103.35,94.3,81.46,65.37,125.26
9033,0,103.79,93.35,81.83,66.4,125.69
9034,0,103.94,92.48,81.86,66.71,130.73
9035,0,103.97,90.81,81.86,71.07,131.62
9036,1,103.97,89.18,82.15,71.07,133.82
9037,0,100,100,80,60,120
9038,0,100.07,99.88,80.1,61.11,120.08
9039,0,100.15,99.31,80.14,62.13,123.48
9040,0,100.52,98.02,80.25,63.95,124.01
9041,0,100.61,97.51,80.29,67.17,128.2
9042,0,100.78,93.61,80.6,69.16,131.78
9043,0,100.9,92.49,80.88,70.32,132.9
9044,0,101.13,91.67,81.14,71.28,133.66
9045,0,101.36,90.85,81.35,71.74,134.04
9046,0,102.09,90.09,81.41,74.28,135.78
9047,1,102.37,89.68,81.41,75.34,136.64
9048,0,100,100,80,60,120
9049,0,100.36,99.5,80.04,60.88,121.99
9050,0,100.66,98.73,80.54,62.2,122.5
9051,0,101.03,98.71,80.67,68.18,125.43
9052,0,101.55,97.62,80.81,69.95,126.77
9053,0,101.71,97.04,81.03,70.4,127.14
9054,0,101.9,97.03,81.24,73.09,128.55
9055,0,102.25,96.11,81.47,73.71,128.55
9056,0,102.26,93.2,82.29,76.34,129.69
9057,0,102.27,92.31,82.4,76.58,130.19
9058,0,102.29,91.88,82.4,80.4,131.23
9059,0,103.22,90.18,83.21,82.14,132.71
9060,1,103.23,88.99,84.25,82.2,135.77
9061,0,100,100,80,60,120
9062,0,100.27,99.62,80.04,60.7,122.76
9063,0,100.31,95.51,80.62,61.09,123.57
9064,0,100.34,93.51,80.68,62.71,126.67
9065,0,100.42,93.07,80.82,62.76,127.76
9066,0,100.55,92.05,80.94,64.01,129.52
9067,0,100.58,91.5,81.19,66.82,129.91
9068,0,101.12,90.73,81.38,67.42,130.65
9069,0,101.75,90.71,81.41,69.38,130.72
9070,0,101.79,90.35,81.49,73.5,130.98
9071,0,101.83,90.32,82.01,73.54,131.52
9072,0,101.91,90.27,82.53,74.15,131.67
9073,1,102.59,89.9,82.61,75.87,132
9074,0,100,100,80,60,120
9075,0,100.32,96.61,80.34,61.82,120.1
9076,0,100.51,95.03,81.4,63.59,123.2
9077,0,100.57,94.41,81.46,64.21,124.85
9078,0,100.65,93.7,81.52,64.52,125.05
9079,0,101.24,91.79,81.86,67.11,125.09
9080,0,101.28,90.14,82.45,72.24,127.12
9081,0,101.32,90.12,82.83,74.74,127.95
9082,1,101.33,89.4,83.47,74.94,128.22
9083,0,100,100,80,60,120
9084,0,100.59,99.62,80.04,60.84,120.48
9085,0,100.66,98.4,80.42,63.58,121.54
9086,0,100.77,98.39,80.62,63.83,123.13
9087,0,101.04,97.81,81.22,64.47,124.03
9088,0,101.08,96.47,81.25,64.76,124.04
9089,0,101.48,96.38,81.34,65.74,125.8
9090,0,101.61,96.2,81.4,66.55,125.99
9091,0,102.04,95.99,81.78,66.56,125.99
9092,0,102.34,95.53,81.84,66.89,127.19
9093,0,102.42,94.06,81.9,67.77,130.35
9094,0,103.45,93.72,82.09,69.69,131.66
9095,0,103.74,93.72,82.24,70.35,132.35
9096,0,104.62,93.37,82.31,71,132.76
9097,0,104.88,93.05,82.34,72.14,134.53
9098,0,105.31,92.66,82.41,72.7,136.47
9099,0,105.77,91.6,82.5,73.36,136.73
9100,0,106.21,91.57,82.71,74.17,139.05
9101,1,106.64,89.56,82.92,75.22,139.18
9102,0,100,100,80,60,120
9103,0,100.16,99.71,80.01,60.68,124.81
9104,0,100.33,99.6,80.03,61.07,125.27
9105,0,100.34,97.8,80.07,61.35,126.38
9106,0,100.44,96.09,80.45,61.72,126.65
9107,0,101.11,96.08,80.47,63.6,126.94
9108,0,101.26,95.51,80.47,64.79,127.22
9109,0,101.46,95.38,80.96,64.86,129.24
9110,0,101.59,95.27,81.04,66.82,129.4
9111,0,101.84,95.12,81.42,67.35,130.64
9112,0,102.43,94.49,81.64,68.07,130.66
9113,0,102.94,92.81,81.7,68.54,131.18
9114,0,102.97,92.74,81.7,70.67,131.46
9115,0,103.03,92.39,81.72,71.12,132.45
9116,0,103.05,92.1,81.73,72.67,136.43
9117,0,103.07,92.06,81.94,73.25,136.55
9118,0,103.17,91.16,82.26,74.09,136.73
9119,0,103.19,90.66,82.61,74.94,138.1
9120,1,104.65,88.8,82.8,78.24,138.88
9121,0,100,100,80,60,120
9122,0,100.56,99.03,80.21,63.75,121.28
9123,0,100.7,98.48,80.25,64.31,121.5
9124,0,101.62,98.13,80.31,64.8,122.33
9125,0,101.82,95.32,80.58,64.97,122.52
9126,0,102.26,95.28,81.64,65.58,123.85
9127,0,102.57,94.38,81.74,71.21,123.93
9128,0,102.83,93.5,81.85,71.48,124.43
9129,0,103.29,93.04,82.1,71.67,125.69
9130,0,104.76,92.84,82.57,72.61,126.25
9131,0,105.17,90.86,82.59,72.91,126.75
9132,0,105.34,90.66,82.91,73.98,127.29
9133,0,105.58,90.65,83.07,74.51,128.4
9134,0,105.77,90.33,83.21,75.79,129.66
9135,1,105.77,89.97,83.49,76.89,130.87
9136,0,100,100,80,60,120
9137,0,100.4,99.48,80.13,61.66,120.01
9138,0,100.58,97.27,80.47,61.84,120.76
9139,0,100.7,95.95,80.61,62.29,120.79
9140,0,101.84,95.06,80.71,64.34,122.72
9141,0,102.45,94.54,80.75,64.49,124.19
9142,0,102.65,94.35,80.98,65.65,126.26
9143,0,103.25,93.76,81.17,67.03,127.32
9144,0,103.68,92.69,82,68.27,136.77
9145,0,103.79,92.4,82.05,70.89,138.77
9146,0,104.1,91.25,82.2,71.6,139.79
9147,1,104.58,89.74,82.26,71.67,140.3
9148,0,100,100,80,60,120
9149,0,100.66,99.96,80.14,62.38,120.42
9150,0,100.75,99.87,80.36,62.64,121
9151,0,101.35,98.33,80.7,63.6,121.78
9152,0,102.74,98.01,80.87,63.84,122.24
9153,0,102.84,97.81,81.06,63.94,122.33
9154,0,102.91,96.71,81.22,64.49,122.41
9155,0,103.01,96.7,81.38,65.38,123.69
9156,0,104.96,95.57,81.71,66.07,124.73
9157,0,105.26,94.58,81.85,67.24,127.14
9158,0,105.45,92.49,82.03,71.3,127.61
9159,0,105.45,92.37,82.05,72.4,127.96
9160,0,105.77,91.44,82.82,72.63,128.27
9161,0,105.84,90.58,82.86,75.63,128.54
9162,1,106.02,88.36,82.94,78.4,129.26
9163,0,100,100,80,60,120
9164,0,100.6,99.33,80.05,60.99,120.43
9165,0,101.08,99.32,80.1,62.12,123.86
9166,0,101.5,98.38,80.14,63.58,124.23
9167,0,102.59,98,80.7,71.17,125.21
9168,0,102.63,97.51,80.97,71.68,126.28
9169,0,102.81,97.46,81.39,73,127.64
9170,0,102.84,96.77,81.59,74.06,127.94
9171,0,102.92,95.34,81.82,74.25,129.38
9172,0,103.23,95.06,81.91,75.38,131.73
9173,0,103.36,94.87,82.45,75.92,132.1
9174,0,103.51,94.66,82.56,77.74,132.65
9175,0,103.54,94.26,82.66,78.35,133.3
9176,0,103.93,92.08,83.9,78.87,134.77
9177,0,104.12,91.11,83.98,79.56,135.65
9178,0,105.34,90.25,84.63,79.93,136.46
9179,0,106.06,90.16,84.64,80.08,136.57
9180,1,106.06,89.53,84.92,80.9,139.07
9181,0,100,100,80,60,120
9182,0,100.52,98.06,80.01,61.52,120.87
9183,0,100.89,97.56,80.31,62.31,123.9
9184,0,101.15,97.52,80.84,63.31,124.16
9185,0,101.35,95.51,81,63.76,125.59
9186,0,101.75,94.76,81.1,64.73,127.23
9187,0,101.93,94.69,81.29,66.29,127.66
9188,0,102.31,94.35,81.38,66.82,128.72
9189,0,102.46,94.33,81.46,67.71,129.02
9190,0,102.68,94.24,81.94,67.78,129.58
9191,0,102.74,93.97,82.2,67.99,129.93
9192,0,102.85,93.44,82.41,68.22,132.73
9193,0,103.16,93.05,83.01,69.49,133.83
9194,0,103.55,92.84,83.41,70.96,137.31
9195,0,103.86,92.01,83.68,71.25,137.54
9196,0,103.91,91.84,83.86,72.97,137.68
9197,0,105.14,91.34,84.03,73.48,143.04
9198,0,105.21,90.93,84.33,73.93,143.14
9199,1,105.39,87.39,84.38,74.22,143.37
9200,0,100,100,80,60,120
9201,0,100.25,99.89,80.1,60.17,120.86
9202,0,100.5,99.63,80.67,61.08,123.19
9203,0,101.39,99.16,81.05,66.58,126
9204,0,101.5,97.96,81.31,67.19,127.52
9205,0,102.14,97.22,81.36,68.34,128.01
9206,0,102.24,94.87,81.68,69.41,128.88
9207,0,102.43,94.2,81.69,74.85,131.04
9208,0,102.57,93.47,81.88,76.16,131.06
9209,0,104.12,93.26,82.07,78.87,131.25
9210,0,104.25,92.85,82.36,83.69,131.56
9211,0,104.34,92.75,82.7,88.5,131.92
9212,0,104.62,92.66,83.49,88.55,132.99
9213,0,104.81,91.09,83.59,88.66,133.03
9214,1,104.82,89.97,83.94,88.93,133.61
9215,0,100,100,80,60,120
9216,0,100.13,99.51,80.12,63.03,120.22
9217,0,100.32,99.09,80.37,63.64,120.31
9218,0,100.52,99.05,81.25,65.22,123.34
9219,0,100.84,97.76,81.4,66.15,125.16
9220,0,101.6,97.75,81.43,66.61,126.2
9221,0,101.69,96.57,82.68,69.45,126.8
9222,0,101.73,96.54,83.51,69.99,127.36
9223,0,102.12,95.32,83.61,71.22,127.48
9224,0,102.93,94.16,83.99,73.17,129.13
9225,0,103.39,94.04,84.11,73.95,130.09
9226,0,104.62,92.44,84.26,75.51,131.6
9227,0,104.75,92.42,84.63,75.65,132.37
9228,1,104.92,89.91,84.91,76.19,134.15
9229,0,100,100,80,60,120
9230,0,100.1,99.93,80.22,61.17,121.29
9231,0,100.14,98.16,80.33,61.25,125.01
9232,0,100.4,96.22,80.62,62.3,128.64
9233,0,100.98,95.33,80.68,64.36,129.62
9234,0,101.37,95.14,81.5,65.53,131.1
9235,0,101.5,95.05,81.51,67.66,131.99
9236,0,101.88,93.88,81.77,67.68,131.99
9237,0,102.06,92.18,81.79,69.06,132.07
9238,0,102.57,92.14,82.04,69.63,136.64
9239,0,102.69,91.78,82.27,70.08,137.77
9240,1,102.86,89.54,82.34,71.1,137.85
9241,0,100,100,80,60,120
9242,0,100.3,99.69,80.18,60.15,120.91
9243,0,100.36,98.39,80.19,66.37,120.96
9244,0,100.49,95.55,80.69,66.84,121.21
9245,0,100.69,93.63,80.7,67.92,124.13
9246,0,100.88,91.57,81.06,68.75,126.58
9247,0,101.05,91.36,81.29,69.52,128.49
9248,0,101.95,91.29,81.48,71.92,128.61
9249,0,102.25,91.02,82.1,72.66,129.72
9250,0,102.5,90.71,82.11,73.79,130.85
9251,1,103.24,89.68,82.65,74.45,133.25
9252,0,100,100,80,60,120
9253,0,100.79,99.22,80.12,61.83,120.14
9254,0,100.81,98.95,80.49,62.91,120.47
9255,0,101.08,98.28,80.52,64.24,122.66
9256,0,101.21,98.12,80.94,65.09,122.81
9257,0,101.29,96.05,81.06,65.76,124.2
9258,0,101.3,95.95,81.06,67.42,125.68
9259,0,101.39,95.16,81.06,67.59,125.77
9260,0,101.57,94.9,81.25,68.95,128.32
9261,0,102.83,93.14,81.4,69.76,130.8
9262,0,102.83,92.98,81.4,70.54,131.89
9263,0,103.47,92.88,81.61,71.51,132.25
9264,0,103.51,91.2,81.71,73.36,132.63
9265,0,103.65,91.16,81.77,75.53,132.97
9266,0,104.04,90.09,81.8,76.51,133.93
9267,1,104.15,89.92,81.82,76.6,136.89
9268,0,100,100,80,60,120
9269,0,100.52,97.86,80.78,63.52,120.97
9270,0,101.15,97.45,81.16,63.97,121.09
9271,0,102.46,96.01,81.32,66.95,121.95
9272,0,102.54,94.79,81.84,67.99,125.36
9273,0,103.56,93.98,82.12,69.34,127.09
9274,0,103.71,93.7,82.37,70.25,128.48
9275,0,103.76,93.48,82.42,71.16,128.53
9276,0,103.84,93.01,82.48,71.6,129.13
9277,0,104.17,92.27,82.5,72,131.59
9278,0,104.27,92.25,82.67,72.49,132.12
9279,0,104.7,92.06,82.67,72.81,132.38
9280,0,104.86,90.55,82.68,74.2,135.08
9281,0,105.87,90.31,82.74,75.03,136.41
9282,1,105.99,88.76,82.93,75.94,136.88
9283,0,100,100,80,60,120
9284,0,100.13,99.36,80.03,60.31,122.25
9285,0,100.42,98.73,80.04,61.7,123.39
9286,0,100.58,98.59,80.13,62.39,124.54
9287,0,101.08,97.57,80.42,64.53,125.25
9288,0,101.09,96.35,80.56,66.14,128.43
9289,0,101.11,94.88,80.88,68.19,130.02
9290,0,101.15,94.39,80.91,69.04,130.73
9291,0,101.21,94.31,80.95,73.73,131.95
9292,0,101.29,94.03,81.18,74.73,132.64
9293,0,101.75,93.59,81.21,76.96,133.88
9294,0,101.94,93.2,81.44,77.82,134.91
9295,0,102.16,92.89,81.55,77.92,135.09
9296,0,102.22,91.89,81.92,82.24,136.19
9297,0,102.88,91.08,82.13,83.26,138.24
9298,1,103.16,88.25,82.25,83.27,139.98
9299,0,100,100,80,60,120
9300,0,100.56,99.33,80,62.24,120.55
9301,0,101.13,99.25,80.03,63.38,120.93
9302,0,101.57,98.7,80.09,66.65,124.15
9303,0,101.65,96.61,80.14,67.11,124.91
9304,0,101.96,95.14,80.14,67.95,125.5
9305,0,101.98,94.35,80.23,70.59,126.91
9306,0,102.41,92.74,80.33,71.51,127.14
9307,0,102.44,92.14,80.47,72.2,127.67
9308,0,102.58,90.7,80.7,72.94,128.05
9309,1,102.61,87.84,81.1,73.88,130.42
9310,0,100,100,80,60,120
9311,0,100.49,99.86,80.09,60.03,121.16
9312,0,100.9,99.6,80.12,60.93,121.23
9313,0,101.07,98.3,80.23,61.29,125.33
9314,0,101.34,97.73,80.33,62.22,125.8
9315,0,101.78,95.83,80.78,62.77,127.27
9316,0,102.05,94.37,80.98,62.87,127.95
9317,0,102.14,92.8,81.07,62.89,128.24
9318,0,102.27,91.46,81.07,62.93,129.66
9319,0,102.93,91.2,81.15,63.53,130.27
9320,0,103.17,91.05,81.4,63.56,130.52
9321,0,103.22,90.5,81.74,64.09,132.27
9322,1,103.38,88.24,81.88,65.08,132.93
9323,0,100,100,80,60,120
9324,0,100.63,99.98,80,60.64,121.51
9325,0,100.82,99.71,80.04,62.66,126.08
9326,0,101.01,99.05,80.09,64.67,130.11
9327,0,101.7,98.48,80.76,65.1,131.4
9328,0,101.7,97.82,80.81,69.41,131.54
9329,0,101.83,92.8,80.85,72.56,132.2
9330,0,102.21,92.62,80.87,74.24,134.91
9331,0,102.27,91.83,81.09,74.58,136.02
9332,0,102.43,90.08,81.18,75.42,136.62
9333,1,102.59,88.56,81.33,76.26,138.76
9334,0,100,100,80,60,120
9335,0,100.08,99.14,80.52,62.22,120.86
9336,0,100.28,97.67,80.79,63.45,126.28
9337,0,101.85,95.74,81.3,67.22,126.74
9338,0,102.42,95.64,82.15,68.4,131.75
9339,0,102.46,95.63,82.16,70.03,133.55
9340,0,103.11,95.59,82.58,70.38,136.51
9341,0,103.31,94.12,82.81,72.18,136.75
9342,0,103.56,93.7,82.83,73.9,139.25
9343,0,103.79,91.25,82.87,76.51,140.49
9344,0,104.15,90.87,82.88,76.52,143.21
9345,0,104.48,90.74,82.94,76.75,144.44
9346,1,104.73,89.98,83.32,78.79,145.03
9347,0,100,100,80,60,120
9348,0,100.22,99.65,80.11,61.29,123.28
9349,0,100.38,99.61,80.27,62.46,124.72
9350,0,100.39,99.6,80.59,62.72,126.01
9351,0,100.6,97.51,80.7,68.77,126.22
9352,0,100.91,97.21,80.7,69.01,127.49
9353,0,101.27,95.94,80.76,69.27,127.57
9354,0,101.39,95.43,81.42,70.13,128.19
9355,0,102.22,94.93,81.49,70.73,128.36
9356,0,102.26,94.03,81.66,72.83,133.4
9357,0,102.41,93.02,81.73,73.37,134.03
9358,1,102.44,87.71,81.8,73.66,134.58
9359,0,100,100,80,60,120
9360,0,100.01,98.88,80.01,60.97,120.19
9361,0,100.16,97.04,80.11,61.28,120.81
9362,0,100.19,95.55,80.36,61.86,121.77
9363,0,100.67,95.27,80.46,62.79,122.58
9364,0,100.71,94.37,80.91,63.89,122.74
9365,0,100.75,92.12,80.95,66.92,123.86
9366,0,100.93,91.12,81.07,74.34,124.65
9367,1,100.94,89.58,81.1,74.62,125.1
9368,0,100,100,80,60,120
9369,0,100.28,99.28,80.45,61.22,121.03
9370,0,100.36,99.28,80.51,64.09,121.65
9371,0,100.63,98.14,80.58,65.96,121.85
9372,0,100.76,97.42,80.61,67.08,122.05
9373,0,100.94,96.7,80.74,67.43,122.5
9374,0,101.55,95.31,80.81,67.55,123.85
9375,0,101.73,95.15,81.14,69.21,125.86
9376,0,101.92,93.95,81.22,69.49,125.91
9377,0,103.31,93.4,81.27,73.84,126.21
9378,0,103.33,91.53,81.29,74.18,128.03
9379,0,103.46,90.44,81.62,74.65,128.72
9380,1,103.52,88.88,81.79,74.66,134.25
9381,0,100,100,80,60,120
9382,0,100.34,99.74,80.07,60.32,120.3
9383,0,100.43,99.72,80.09,62.14,121.34
9384,0,100.52,98.34,80.1,63.58,122.14
9385,0,100.74,97.58,80.27,64.71,123.54
9386,0,100.9,96.55,80.39,65.85,124.62
9387,0,101.22,96.3,80.4,67.63,126.47
9388,0,101.29,95.42,80.97,68.61,130.38
9389,0,101.43,94.82,81.1,69.3,130.55
9390,0,101.48,93.82,81.41,70,131.98
9391,0,101.64,93.39,81.47,71.5,132.25
9392,0,101.68,92.4,81.51,71.61,135.09
9393,0,103.04,92.27,81.59,72.71,135.26
9394,0,103.32,91.37,82.2,73.77,136.11
9395,0,103.56,91.26,82.26,74.64,137.11
9396,0,103.62,90.54,82.83,74.69,138.1
9397,1,104.59,89.74,83.55,77.3,138.72
9398,0,100,100,80,60,120
9399,1,100.4,99.81,80.01,61.4,120.92
9400,0,100,100,80,60,120
9401,0,100.04,99.82,80.03,60.02,120.31
9402,0,100.23,99.78,80.11,60.83,121.02
9403,0,100.34,98.78,80.27,61.8,121.11
9404,0,100.63,97.64,80.4,62.9,121.37
9405,0,100.66,94.73,80.41,63.12,127.17
9406,0,101.3,94.32,80.83,63.21,128.04
9407,0,101.49,94.08,81.18,63.86,128.51
9408,0,101.56,93.26,81.49,64.56,129.8
9409,0,102.14,93.17,81.67,64.76,130.27
9410,0,102.43,93.04,81.8,66.68,132.13
9411,0,102.79,92.55,82.32,67.25,133.17
9412,0,102.81,92.07,82.78,67.85,133.77
9413,0,103.25,91.64,83.25,69.1,135.17
9414,0,104.09,91.41,83.34,69.81,137.12
9415,0,104.19,91.25,83.36,70.01,137.73
9416,0,104.31,90.72,83.38,71.74,140.4
9417,0,104.51,90.08,83.47,72.39,140.98
9418,1,104.84,88.88,83.55,73,141.2
9419,0,100,100,80,60,120
9420,0,100.21,98.89,80.18,60.13,121.86
9421,0,100.58,98.55,80.28,60.17,122.71
9422,0,101.26,97.94,80.41,61.5,125.51
9423,0,101.77,96.98,80.63,62.63,126.84
9424,0,102.03,94.02,80.63,62.86,127.43
9425,0,102.25,93.91,80.88,66.91,129.54
9426,0,102.87,92.97,80.93,68.92,130.15
9427,0,102.97,92.77,81.33,71.67,130.8
9428,0,103.25,91.5,81.51,72.25,131.11
9429,1,103.3,89.73,81.88,72.4,132.37
9430,0,100,100,80,60,120
9431,0,100.01,99.73,80.25,60.11,121.13
9432,0,100.05,98.94,80.41,61.97,121.5
9433,0,100.28,98.42,80.49,62.22,121.73
9434,0,100.41,97.38,80.59,62.33,121.99
9435,0,101.02,96.5,80.64,62.46,122.72
9436,0,101.46,95.62,80.72,66.72,122.89
9437,0,102.25,95.43,81.55,67.42,127.58
9438,0,102.73,95.28,82.07,67.83,134.4
9439,0,102.74,95.19,82.16,69.28,134.76
9440,0,102.99,93.67,82.21,71.19,135.86
9441,0,103.17,93.41,82.31,71.39,136.1
9442,0,103.38,93.3,82.6,76.54,136.86
9443,0,103.39,92.87,82.69,77.08,138.36
9444,0,103.59,92.36,83.23,80.07,138.42
9445,0,104.4,91.74,83.76,81.9,138.78
9446,1,104.85,89.57,83.83,84.23,139.25
9447,0,100,100,80,60,120
9448,0,100.73,99.26,80,62.99,122.12
9449,0,100.74,98.38,80.25,63.01,122.84
9450,0,101.47,98.12,80.26,63.34,127.89
9451,0,101.99,96.46,80.36,66.3,129.18
9452,0,102.51,94.85,80.51,67.92,129.91
9453,0,102.74,93.72,80.64,67.98,132.42
9454,0,102.99,92.77,80.74,69.18,132.94
9455,0,103.06,90.87,80.75,69.39,133
9456,1,103.89,89.66,80.79,72.53,135.32
9457,0,100,100,80,60,120
9458,0,100.1,97.76,80.05,60.79,121.7
9459,0,100.41,97.09,80.22,60.79,122.57
9460,0,100.72,96.85,80.39,61.85,122.7
9461,0,100.83,95.89,80.4,62.28,123.11
9462,0,100.97,95.67,80.48,63.65,125.42
9463,0,101.1,95.33,80.76,64.02,125.53
9464,0,101.27,95.27,80.89,65.94,129.28
9465,0,101.28,93.87,80.93,66.57,129.37
9466,0,101.64,93.49,82.22,67.25,130.37
9467,0,102.65,91.93,82.59,67.84,133.18
9468,0,102.84,90.58,82.77,69.59,134.28
9469,0,103.02,90.57,82.8,70.92,136.28
9470,0,104.25,90.25,82.9,71.24,137.74
9471,1,104.95,88.37,83.01,75.03,138.3
9472,0,100,100,80,60,120
9473,0,100.21,99.82,80.01,60.13,120.29
9474,0,100.23,99.65,80.23,60.23,121.81
9475,0,100.48,98.98,80.89,60.44,123.17
9476,0,100.67,98.37,81.01,62.35,124.76
9477,0,100.69,98.14,81.2,62.85,125.46
9478,0,100.8,97.68,81.25,62.93,125.85
9479,0,100.98,97.42,81.27,64.91,127.32
9480,1,101.86,96.08,81.8,67.4,127.65
9481,0,100,100,80,60,120
9482,0,100.16,98.1,80.33,60.98,120.42
9483,0,100.28,97.33,80.69,63.38,120.51
9484,0,100.34,97.1,80.82,63.38,121.23
9485,0,100.46,95.56,81.08,63.65,123.05
9486,0,101.12,95.38,81.37,64.87,123.13
9487,0,101.18,94.5,81.45,66.09,124
9488,0,101.25,94.38,81.64,66.64,125.25
9489,0,101.41,91.49,81.73,66.93,125.44
9490,1,101.47,89.6,81.93,68.43,127.81
9491,0,100,100,80,60,120
9492,0,101.2,99.24,80.19,60.88,120.2
9493,0,101.32,98.71,80.57,61.23,120.37
9494,0,102.27,97.22,80.82,63.48,121.31
9495,0,102.3,96.41,81.06,64.06,124.93
9496,0,103.18,96.15,81.09,64.26,126.06
9497,0,103.59,94.71,81.47,65.72,126.8
9498,0,104.44,91.4,81.66,66.04,126.99
9499,0,104.5,91.01,81.75,67.6,129.07
9500,0,105.36,90.29,81.85,68.02,130.29
9501,1,105.39,88.93,81.92,68.73,133.12
9502,0,100,100,80,60,120
9503,0,100.25,98.89,80.09,60.98,120.25
9504,0,100.29,98.7,80.13,61.13,120.85
9505,0,100.52,98.16,80.23,62.32,122.09
9506,0,100.6,96.73,80.24,62.39,123.47
9507,0,101.42,96.39,80.76,62.45,123.97
9508,0,101.77,95.31,81.37,62.67,124.08
9509,0,102.22,94.8,81.52,63.35,124.5
9510,0,102.86,94.08,81.8,65.47,125.82
9511,0,103.15,93.68,82.18,65.81,125.85
9512,0,103.38,91.84,82.23,68.74,125.92
9513,0,103.62,91.61,82.41,68.77,131.53
9514,0,103.65,91.25,82.46,69.14,132.96
9515,1,104.27,90.93,82.77,74.15,134.56
9516,0,100,100,80,60,120
9517,0,100.58,99.2,80.19,61.04,123.47
9518,0,100.64,98.58,80.32,62.13,123.95
9519,0,101.25,97.86,80.5,67.22,125.95
9520,0,101.57,95.64,80.82,69.55,127.88
9521,0,101.8,94.43,80.9,69.81,129.41
9522,0,102.02,94.24,80.91,72.3,131.06
9523,0,102.13,92.97,80.92,72.91,131.18
9524,0,102.15,92.56,81.42,75.88,131.19
9525,0,102.64,92.33,81.45,76.16,132.08
9526,0,102.66,90.39,81.67,76.58,134.58
9527,0,102.77,90.19,82,78.12,136.42
9528,1,102.8,89.75,82.09,81.05,139.41
9529,0,100,100,80,60,120
9530,0,100.21,99.81,80.61,63.3,123.35
9531,0,100.28,99.13,80.7,64.62,124.51
9532,0,100.57,99.01,80.82,65.32,124.86
9533,0,100.85,98,80.89,65.36,124.89
9534,0,101.52,97.36,81.33,68.48,124.94
9535,0,101.89,96.76,81.79,69.18,125.03
9536,0,101.95,96.54,82.16,71.94,128.74
9537,0,102.03,95.78,82.29,72.12,129.02
9538,0,102.09,95.69,82.49,72.19,129.29
9539,0,102.31,93.69,82.58,72.98,130.22
9540,0,102.56,93.37,82.59,73.32,131.67
9541,0,103.04,93.33,83.06,74.27,132.6
9542,0,103.14,93.01,83.13,75.45,133.91
9543,0,103.32,92.85,83.5,75.79,133.94
9544,0,103.33,91.29,83.66,75.88,134.21
9545,0,103.4,91,83.7,76.03,135.24
9546,0,104.05,90.74,83.97,76.55,135.53
9547,0,104.22,90.61,84.11,76.58,138.31
9548,1,104.25,89.67,84.72,78.28,138.77
9549,0,100,100,80,60,120
9550,0,100.33,99.62,80.15,61.64,120.1
9551,0,100.85,98.35,80.68,61.78,122.01
9552,0,100.97,98.32,81.01,62.41,123.25
9553,0,101.75,97.37,81.38,67.22,124.17
9554,0,101.84,97.23,81.78,67.98,125.47
9555,0,102,96.45,82.23,72.3,125.76
9556,0,102.12,94.74,82.31,79.94,126.34
9557,0,102.17,93.65,82.5,80.28,126.38
9558,0,102.68,92.41,82.82,80.96,131.16
9559,0,102.71,91.58,82.84,83.44,136
9560,0,103.05,90.34,83.16,84.62,137.54
9561,0,103.2,90.07,83.19,85.68,139.25
9562,1,103.48,89.98,83.43,85.81,139.74
9563,0,100,100,80,60,120
9564,0,100.38,99.69,80.21,60.09,120.41
9565,0,100.8,99.49,80.4,60.46,120.55
9566,0,101.03,98.61,80.5,60.93,121.43
9567,0,101.81,97.97,80.56,61.57,121.97
9568,0,102.39,97.5,80.76,63.87,122.02
9569,0,102.46,96.25,80.77,64.19,122.51
9570,0,102.74,95.96,81.29,64.85,123.05
9571,0,102.91,94.35,81.51,65.24,123.05
